ID,Attrition,Degree_Type,Achieved_Credit_Points,Attendance_Type,Age,Failed_Credit_Points,International_student,First_in_family,Gender,GPA,OP_Score,Socio_Economic_Status,Teaching _Period_Admitted,Faculty
1571,Retained,Single,96,Full Time,21,0,No,Yes,M,5.63,5,Medium,SEM-1,QUT Business School
1572,Retained,Single,0,Full Time,20,0,No,Yes,F,0,10,Low,SEM-1,Sci and Eng Faculty
1573,Retained,Single,192,Full Time,22,0,Yes,No,F,6,14,Low,SEM-1,Faculty of Health
1574,Retained,Single,84,Full Time,19,12,No,No,F,4.88,11,High,SEM-1,CI Faculty
1575,Retained,Single,180,Full Time,23,0,Yes,No,M,4.5,12,Medium,SEM-2,QUT Business School
1576,Retained,Single,168,Full Time,23,0,No,Yes,F,5.25,8,Medium,SEM-1,QUT Business School
1577,Retained,Single,168,Part Time,21,0,Yes,No,M,6.67,1,Medium,SEM-2,QUT Business School
1578,Retained,Single,72,Full Time,29,0,No,No,F,5.5,9,Medium,SEM-1,Faculty of Health
1579,Retained,Single,72,Part Time,27,0,No,Yes,F,5,13,Medium,SEM-2,QUT Business School
1580,Retained,Single,96,Full Time,19,0,No,Yes,F,5.75,1,Low,SEM-1,Faculty of Education
1581,Retained,Single,48,Full Time,20,0,No,Yes,F,5.33,9,Medium,SEM-2,Faculty of Health
1582,Not Retained,Single,0,Full Time,26,12,No,Yes,F,1,2,Medium,SEM-2,QUT Business School
1583,Not Retained,Single,24,Full Time,19,48,No,Yes,F,2.33,4,Low,SEM-1,CI Faculty
1584,Retained,Single,84,Full Time,20,12,No,No,F,4.38,7,Medium,SEM-1,Faculty of Health
1585,Retained,Single,96,Full Time,19,0,No,No,F,4.88,8,Medium,SEM-1,Faculty of Health
1586,Not Retained,Single,0,Full Time,25,48,Yes,No,F,1.25,22,Medium,SEM-1,CI Faculty
1587,Retained,Single,96,Full Time,21,0,Yes,No,M,5.13,3,High,SEM-1,Sci and Eng Faculty
1588,Retained,Single,192,Full Time,22,12,Yes,No,F,4.2,16,Low,SEM-2,QUT Business School
1589,Not Retained,Single,96,Full Time,19,0,No,No,F,4.75,11,Low,SEM-1,Faculty of Education
1590,Retained,Double,84,Full Time,19,12,No,Yes,F,4.75,10,Low,SEM-1,Faculty of Health
1591,Retained,Single,12,Full Time,20,0,No,No,F,4,12,High,SEM-1,Faculty of Health
1592,Retained,Single,192,Full Time,21,0,Yes,No,F,5.13,3,Low,SEM-1,QUT Business School
1593,Retained,Single,36,Full Time,19,12,No,No,M,3.5,15,High,SEM-2,QUT Business School
1594,Retained,Single,36,Full Time,20,0,No,No,M,5.33,1,High,SEM-2,Sci and Eng Faculty
1595,Retained,Single,72,Part Time,19,0,No,No,M,6.33,3,Medium,SEM-1,QUT Business School
1596,Retained,Single,96,Full Time,19,0,No,Yes,M,4.5,8,Low,SEM-1,QUT Business School
1597,Retained,Single,216,Full Time,21,12,No,No,M,4.79,4,Low,SEM-1,QUT Business School
1598,Retained,Single,60,Full Time,19,24,No,No,M,3.57,9,Medium,SEM-1,Faculty of Health
1599,Retained,Single,36,Full Time,22,0,No,No,M,5,2,High,SEM-2,Sci and Eng Faculty
1600,Retained,Single,96,Full Time,19,0,No,No,M,5.63,9,High,SEM-1,Faculty of Health
1601,Not Retained,Single,12,Full Time,28,36,No,Yes,M,3,17,High,SEM-2,Sci and Eng Faculty
1602,Retained,Single,168,Full Time,24,0,No,Yes,M,4.5,1,High,SEM-1,Faculty of Health
1603,Retained,Single,48,Full Time,22,0,No,No,M,5,1,High,SEM-2,Faculty of Law
1604,Retained,Single,168,Part Time,24,24,Yes,No,M,4.5,12,High,SEM-1,QUT Business School
1605,Retained,Single,96,Full Time,19,0,No,No,M,5.25,8,Medium,SEM-1,Sci and Eng Faculty
1606,Not Retained,Single,36,Full Time,19,12,No,Yes,F,4.75,7,Low,SEM-1,CI Faculty
1607,Not Retained,Single,96,Full Time,20,0,No,No,F,6,17,Medium,SEM-1,Faculty of Health
1608,Retained,Single,96,Full Time,19,0,No,No,F,4.63,8,Low,SEM-1,CI Faculty
1609,Retained,Single,96,Full Time,20,0,No,No,M,4.75,9,Medium,SEM-1,Sci and Eng Faculty
1610,Not Retained,Single,12,Full Time,19,60,No,No,M,2.17,16,Medium,SEM-1,Sci and Eng Faculty
1611,Retained,Single,60,Full Time,19,36,No,No,M,3.88,10,Medium,SEM-1,Sci and Eng Faculty
1612,Retained,Single,96,Full Time,20,0,No,Yes,M,5.5,12,Medium,SEM-1,Faculty of Education
1613,Retained,Single,48,Full Time,19,48,No,No,F,3,12,Medium,SEM-1,CI Faculty
1614,Retained,Single,96,Full Time,19,0,No,No,F,6,7,Medium,SEM-1,CI Faculty
1615,Retained,Single,96,Full Time,19,0,No,Yes,F,5.5,13,Medium,SEM-1,Faculty of Education
1616,Retained,Single,84,Full Time,19,0,No,Yes,F,4.71,9,High,SEM-1,CI Faculty
1617,Retained,Single,96,Full Time,19,0,No,No,F,6,12,Medium,SEM-2,Sci and Eng Faculty
1618,Retained,Single,96,Full Time,19,0,Yes,No,F,4.75,9,Medium,SEM-1,Faculty of Health
1619,Not Retained,Single,84,Full Time,19,0,No,Yes,F,4,10,Medium,SEM-1,Faculty of Education
1620,Retained,Double,96,Full Time,20,0,No,No,F,5.25,19,Medium,SEM-1,Faculty of Law
1621,Retained,Double,108,Full Time,20,0,No,No,F,6,14,Medium,SEM-1,Faculty of Health
1622,Retained,Single,168,Full Time,20,0,No,No,F,5.21,9,High,SEM-1,CI Faculty
1623,Retained,Single,84,Full Time,19,0,No,No,F,5.43,9,Medium,SEM-1,CI Faculty
1624,Retained,Single,96,Full Time,19,0,No,No,F,5.13,10,High,SEM-1,Sci and Eng Faculty
1625,Retained,Double,192,Full Time,20,0,No,Yes,F,4.82,7,Low,SEM-1,Faculty of Health
1626,Retained,Single,96,Full Time,18,0,No,Yes,F,4.75,10,Medium,SEM-1,Faculty of Education
1627,Retained,Single,60,Full Time,20,12,No,No,F,4.67,10,High,SEM-1,CI Faculty
1628,Not Retained,Single,48,Full Time,19,0,No,No,F,5.25,11,High,SEM-1,CI Faculty
1629,Retained,Single,96,Full Time,24,12,No,Yes,F,3,19,High,SEM-1,QUT Business School
1630,Not Retained,Single,72,Full Time,19,24,No,No,F,3.75,13,High,SEM-1,Faculty of Law
1631,Retained,Single,60,Part Time,23,12,No,No,F,4.5,25,High,SEM-1,CI Faculty
1632,Retained,Single,96,Full Time,21,0,No,No,F,5.25,3,Medium,SEM-1,Faculty of Education
1633,Retained,Single,60,Part Time,22,24,No,Yes,F,3,17,High,SEM-1,Faculty of Health
1634,Retained,Single,132,Full Time,20,12,No,Yes,F,4.43,25,Medium,SEM-1,QUT Business School
1635,Retained,Single,168,Full Time,20,12,No,Yes,M,5.38,6,High,SEM-1,QUT Business School
1636,Retained,Single,96,Full Time,26,0,No,Yes,F,5.5,7,High,SEM-1,Faculty of Health
1637,Not Retained,Single,48,Full Time,45,0,No,No,F,4.5,7,Medium,SEM-1,CI Faculty
1638,Retained,Single,192,Full Time,25,0,Yes,No,F,5.4,18,Medium,SEM-1,Faculty of Health
1639,Retained,Single,96,Full Time,20,0,No,Yes,F,5.5,7,High,SEM-1,CI Faculty
1640,Retained,Single,132,Full Time,21,0,No,Yes,F,4.33,4,Low,SEM-2,QUT Business School
1641,Retained,Single,96,Full Time,19,0,No,No,F,6.63,2,Medium,SEM-1,Faculty of Health
1642,Retained,Single,96,Full Time,21,0,No,Yes,F,5.13,15,Low,SEM-1,CI Faculty
1643,Not Retained,Single,12,Full Time,19,36,No,Yes,M,2.75,13,High,SEM-1,QUT Business School
1644,Retained,Single,84,Full Time,20,0,No,Yes,F,4.43,8,Low,SEM-1,QUT Business School
1645,Retained,Single,96,Full Time,19,0,No,No,M,5.5,10,Medium,SEM-1,Sci and Eng Faculty
1646,Retained,Single,240,Part Time,32,0,No,Yes,F,6.5,11,Medium,SEM-1,Faculty of Law
1647,Retained,Single,84,Full Time,19,0,No,No,F,4.71,13,Medium,SEM-1,Faculty of Education
1648,Retained,Single,168,Full Time,25,24,No,Yes,F,4,8,Low,SEM-1,Faculty of Health
1649,Not Retained,Single,0,Part Time,24,0,No,No,F,0,22,Medium,SEM-1,Sci and Eng Faculty
1650,Retained,Single,0,Full Time,19,0,Yes,No,F,0,10,Medium,SEM-1,CI Faculty
1651,Retained,Single,96,Full Time,20,0,No,Yes,F,6.13,6,Medium,SEM-1,Faculty of Education
1652,Not Retained,Double,36,Full Time,19,12,No,Yes,F,4.25,3,Low,SEM-2,Faculty of Law
1653,Retained,Single,48,Part Time,19,0,No,No,F,4.25,9,High,SEM-1,Faculty of Health
1654,Not Retained,Single,36,Full Time,19,12,No,No,F,4.5,9,Medium,SEM-1,CI Faculty
1655,Not Retained,Single,48,Full Time,19,0,No,Yes,F,5.25,7,High,SEM-1,CI Faculty
1656,Retained,Single,96,Full Time,21,0,No,Yes,F,5.38,23,Medium,SEM-1,Faculty of Health
1657,Retained,Single,84,Full Time,20,24,No,No,F,3.5,17,Medium,SEM-1,QUT Business School
1658,Retained,Single,0,Full Time,19,0,No,No,F,0,5,Medium,SEM-1,Faculty of Health
1659,Retained,Single,96,Full Time,19,0,No,Yes,F,6,6,Medium,SEM-1,Faculty of Health
1660,Retained,Double,120,Full Time,24,12,No,Yes,F,4.09,11,High,SEM-1,Faculty of Law
1661,Retained,Single,96,Full Time,19,0,No,Yes,F,5.14,7,Medium,SEM-1,Faculty of Health
1662,Retained,Single,180,Full Time,25,36,No,No,F,4.12,13,High,SEM-2,Faculty of Health
1663,Retained,Single,84,Full Time,20,12,No,Yes,F,4.13,7,Medium,SEM-1,Faculty of Health
1664,Retained,Double,180,Full Time,21,0,Yes,Yes,F,5.27,6,Medium,SEM-1,Faculty of Law
1665,Retained,Single,96,Full Time,20,0,No,Yes,F,4.63,10,Medium,SEM-1,QUT Business School
1666,Retained,Single,168,Full Time,22,24,Yes,No,M,3.75,8,Low,SEM-2,QUT Business School
1667,Retained,Single,144,Full Time,33,0,Yes,No,M,4.67,17,Medium,SEM-2,Faculty of Health
1668,Retained,Single,84,Full Time,19,12,No,Yes,F,4.5,13,Medium,SEM-1,CI Faculty
1669,Retained,Single,96,Full Time,21,0,Yes,No,M,5.5,16,Medium,SEM-2,QUT Business School
1670,Retained,Single,156,Full Time,23,0,Yes,No,M,4,7,High,SEM-2,QUT Business School
1671,Retained,Single,132,Full Time,22,12,Yes,No,M,4.5,9,High,SEM-2,Sci and Eng Faculty
1672,Retained,Single,228,Full Time,23,60,Yes,No,M,2.88,18,Medium,SEM-1,Sci and Eng Faculty
1673,Retained,Single,48,Full Time,21,0,Yes,No,M,5,3,High,SEM-2,CI Faculty
1674,Retained,Single,144,Full Time,21,0,Yes,No,F,5.25,8,Medium,SEM-1,Sci and Eng Faculty
1675,Not Retained,Single,96,Full Time,21,48,Yes,No,F,1,14,Low,SEM-1,QUT Business School
1676,Not Retained,Single,0,Full Time,20,96,Yes,No,F,1.25,7,High,SEM-1,Faculty of Law
1677,Retained,Single,108,Full Time,24,12,Yes,No,M,3,6,High,SEM-2,QUT Business School
1678,Retained,Single,156,Full Time,23,0,Yes,No,F,5,19,Medium,SEM-2,QUT Business School
1679,Retained,Single,228,Full Time,21,0,No,No,F,4.86,7,Medium,SEM-1,Sci and Eng Faculty
1680,Retained,Single,96,Full Time,21,0,Yes,No,F,5.63,22,High,SEM-1,Faculty of Health
1681,Retained,Single,144,Full Time,20,0,Yes,No,M,5.17,8,Low,SEM-2,CI Faculty
1682,Not Retained,Single,24,Full Time,23,72,Yes,No,M,2,16,Low,SEM-1,Sci and Eng Faculty
1683,Retained,Single,144,Full Time,20,0,Yes,No,M,4.75,15,High,SEM-2,QUT Business School
1684,Not Retained,Single,96,Full Time,20,0,Yes,No,F,5.38,4,Medium,SEM-1,CI Faculty
1685,Retained,Single,180,Full Time,23,12,Yes,No,M,4.25,19,Medium,SEM-1,Faculty of Law
1686,Retained,Single,84,Full Time,22,12,Yes,No,M,4,24,Medium,SEM-2,QUT Business School
1687,Not Retained,Single,24,Full Time,19,24,No,Yes,F,4,10,Medium,SEM-1,QUT Business School
1688,Retained,Single,96,Full Time,22,0,No,No,M,5.25,24,Medium,SEM-1,Faculty of Education
1689,Retained,Single,144,Full Time,21,0,Yes,No,F,6,1,High,SEM-2,QUT Business School
1690,Retained,Single,96,Full Time,22,0,Yes,No,M,5.13,20,High,SEM-2,Faculty of Law
1691,Retained,Single,84,Full Time,19,12,No,Yes,F,4.25,14,Low,SEM-1,Faculty of Education
1692,Not Retained,Single,192,Full Time,28,0,Yes,No,M,4.75,5,High,SEM-1,CI Faculty
1693,Retained,Double,96,Full Time,21,0,Yes,No,F,4.63,5,High,SEM-1,Faculty of Law
1694,Retained,Single,36,Full Time,21,12,Yes,No,F,4.33,21,High,SEM-2,Faculty of Health
1695,Retained,Single,144,Full Time,25,0,Yes,No,F,4.75,24,Low,SEM-2,QUT Business School
1696,Not Retained,Single,96,Full Time,19,0,No,No,F,5.38,10,High,SEM-1,CI Faculty
1697,Retained,Single,96,Full Time,19,0,No,No,F,4.86,8,Medium,SEM-1,Faculty of Health
1698,Retained,Single,84,Full Time,20,12,Yes,No,M,4.43,15,Medium,SEM-1,Faculty of Health
1699,Retained,Single,144,Full Time,26,0,Yes,No,F,5.33,8,Medium,SEM-2,Faculty of Health
1700,Retained,Single,144,Full Time,21,0,Yes,No,F,5.33,25,Low,SEM-1,CI Faculty
1701,Retained,Single,96,Full Time,20,0,Yes,No,M,4.75,11,High,SEM-1,CI Faculty
1702,Retained,Single,120,Full Time,34,12,Yes,No,F,3.5,15,Medium,SEM-1,Faculty of Health
1703,Not Retained,Single,144,Full Time,25,24,Yes,Yes,F,3.6,14,Low,SEM-1,Faculty of Health
1704,Retained,Single,216,Full Time,22,24,Yes,No,M,3.88,5,Medium,SEM-1,QUT Business School
1705,Retained,Single,96,Full Time,19,0,Yes,No,F,4.5,8,Low,SEM-1,Faculty of Health
1706,Retained,Single,96,Full Time,20,0,Yes,No,M,5.25,10,Medium,SEM-1,QUT Business School
1707,Retained,Single,96,Full Time,23,0,Yes,No,M,6,16,Medium,SEM-1,CI Faculty
1708,Retained,Single,84,Full Time,21,12,Yes,No,M,4.38,18,Medium,SEM-1,Sci and Eng Faculty
1709,Retained,Single,96,Full Time,20,0,No,No,F,5.75,5,Medium,SEM-1,Faculty of Health
1710,Retained,Single,72,Full Time,20,24,Yes,No,M,3.63,2,High,SEM-1,QUT Business School
1711,Retained,Single,48,Full Time,21,36,No,Yes,F,3.29,7,Medium,SEM-1,QUT Business School
1712,Retained,Double,96,Full Time,20,0,Yes,No,F,4.63,5,Medium,SEM-1,Faculty of Law
1713,Retained,Single,96,Full Time,20,0,No,Yes,F,6.63,19,Low,SEM-1,Faculty of Health
1714,Retained,Single,96,Full Time,20,0,No,No,F,5.13,8,Medium,SEM-1,Sci and Eng Faculty
1715,Retained,Single,96,Full Time,19,0,No,Yes,F,4.75,9,Medium,SEM-1,Faculty of Education
1716,Not Retained,Single,84,Full Time,19,0,No,No,F,5.43,8,Medium,SEM-1,Faculty of Health
1717,Retained,Single,96,Full Time,21,0,No,Yes,F,5.63,20,Medium,SEM-1,Faculty of Education
1718,Retained,Single,96,Full Time,20,0,No,Yes,F,6.63,4,Medium,SEM-1,Faculty of Education
1719,Retained,Single,96,Full Time,20,0,No,Yes,F,6.25,2,Medium,SEM-1,QUT Business School
1720,Retained,Single,72,Full Time,23,12,No,Yes,F,4.57,11,Medium,SEM-1,CI Faculty
1721,Retained,Single,96,Full Time,19,0,No,Yes,F,4.75,6,Medium,SEM-1,CI Faculty
1722,Not Retained,Single,0,Full Time,21,48,No,No,F,1.5,1,Medium,SEM-1,CI Faculty
1723,Retained,Single,96,Full Time,19,0,No,No,F,4.88,9,High,SEM-1,CI Faculty
1724,Not Retained,Single,48,Full Time,21,24,No,Yes,F,4,9,Medium,SEM-1,Sci and Eng Faculty
1725,Retained,Single,108,Full Time,20,0,No,No,F,5.44,15,Medium,SEM-1,Faculty of Law
1726,Retained,Single,96,Full Time,19,0,No,No,F,4.88,19,Medium,SEM-2,Faculty of Health
1727,Retained,Single,84,Full Time,19,12,No,No,F,4.5,9,Medium,SEM-1,Sci and Eng Faculty
1728,Retained,Single,96,Full Time,20,0,No,No,F,5.63,6,Medium,SEM-1,CI Faculty
1729,Not Retained,Single,96,Full Time,20,0,No,Yes,F,4.63,11,Medium,SEM-1,CI Faculty
1730,Retained,Double,96,Full Time,19,0,No,No,F,4.75,9,Low,SEM-1,Faculty of Health
1731,Retained,Single,60,Full Time,20,0,No,Yes,F,5,5,High,SEM-1,Faculty of Health
1732,Retained,Single,84,Full Time,19,12,No,No,F,4.75,8,High,SEM-1,QUT Business School
1733,Retained,Single,156,Full Time,28,0,No,No,F,6,18,Medium,SEM-2,Faculty of Health
1734,Not Retained,Single,12,Full Time,19,36,No,Yes,F,2.5,9,Medium,SEM-1,CI Faculty
1735,Retained,Single,0,Full Time,29,0,No,No,F,0,4,Medium,SEM-1,Faculty of Education
1736,Retained,Single,96,Full Time,19,0,No,No,F,6,3,Medium,SEM-1,QUT Business School
1737,Retained,Single,108,Full Time,21,0,No,Yes,F,4.63,9,Low,SEM-1,Faculty of Health
1738,Not Retained,Single,96,Full Time,20,0,No,Yes,F,5.5,23,Low,SEM-1,Faculty of Education
1739,Not Retained,Single,12,Full Time,19,24,No,Yes,F,3,13,Low,SEM-1,QUT Business School
1740,Not Retained,Single,84,Full Time,20,0,No,No,F,5.43,3,Medium,SEM-2,QUT Business School
1741,Retained,Single,96,Full Time,19,0,No,No,F,7,2,Medium,SEM-1,Faculty of Health
1742,Not Retained,Single,12,Full Time,28,36,No,Yes,F,2.25,7,High,SEM-1,Sci and Eng Faculty
1743,Retained,Single,144,Full Time,22,0,No,Yes,F,4.2,8,High,SEM-2,Faculty of Law
1744,Not Retained,Single,36,Full Time,19,12,No,Yes,F,4.33,19,Low,SEM-2,Faculty of Health
1745,Retained,Double,96,Full Time,19,0,No,Yes,F,5.5,9,High,SEM-1,Faculty of Health
1746,Retained,Single,108,Full Time,19,12,No,Yes,F,4.89,7,High,SEM-1,QUT Business School
1747,Retained,Single,12,Full Time,19,84,No,No,F,2.25,8,Low,SEM-1,QUT Business School
1748,Retained,Single,24,Full Time,20,72,No,Yes,F,3.75,15,Low,SEM-2,QUT Business School
1749,Not Retained,Single,0,Full Time,22,0,No,No,F,0,6,High,SEM-1,Faculty of Health
1750,Not Retained,Single,0,Full Time,19,48,No,Yes,F,1,21,Low,SEM-1,Faculty of Health
1751,Retained,Single,132,Full Time,23,48,Yes,No,F,3.29,13,High,SEM-2,QUT Business School
1752,Not Retained,Single,48,Full Time,19,12,No,No,F,3.8,19,High,SEM-1,CI Faculty
1753,Retained,Single,96,Full Time,19,0,No,No,F,6,10,High,SEM-1,CI Faculty
1754,Retained,Single,96,Full Time,19,0,No,No,F,5.63,3,Medium,SEM-1,Faculty of Health
1755,Retained,Single,96,Full Time,20,0,No,Yes,F,5.13,2,Medium,SEM-1,Faculty of Health
1756,Retained,Single,192,Full Time,21,0,Yes,No,F,6.13,20,Medium,SEM-1,QUT Business School
1757,Retained,Single,72,Full Time,50,12,No,No,M,4,16,Low,SEM-1,Faculty of Health
1758,Retained,Single,180,Full Time,32,0,No,No,M,4.86,7,Medium,SEM-1,Sci and Eng Faculty
1759,Retained,Single,192,Full Time,21,0,Yes,No,M,6.33,21,Medium,SEM-1,Faculty of Health
1760,Retained,Single,144,Full Time,23,0,Yes,No,F,4.25,1,High,SEM-2,Sci and Eng Faculty
1761,Retained,Single,84,Full Time,21,0,Yes,No,F,5.14,1,Medium,SEM-1,CI Faculty
1762,Not Retained,Single,12,Full Time,22,12,No,Yes,M,2.5,12,Medium,SEM-1,Sci and Eng Faculty
1763,Retained,Single,96,Full Time,48,0,No,Yes,M,0,16,Medium,SEM-1,Faculty of Health
1764,Retained,Single,192,Full Time,23,0,Yes,No,M,4.63,5,Low,SEM-1,QUT Business School
1765,Retained,Single,84,Full Time,19,0,No,Yes,M,6.14,8,Medium,SEM-1,CI Faculty
1766,Retained,Single,48,Full Time,24,24,No,No,M,4,8,High,SEM-1,QUT Business School
1767,Not Retained,Single,96,Full Time,19,0,No,No,M,4.88,22,Medium,SEM-1,Sci and Eng Faculty
1768,Retained,Single,48,Full Time,40,0,No,No,M,5.25,15,High,SEM-1,CI Faculty
1769,Retained,Single,96,Full Time,20,0,No,Yes,F,4.88,13,Low,SEM-1,QUT Business School
1770,Not Retained,Single,96,Full Time,19,0,No,No,M,4.75,10,Low,SEM-1,Sci and Eng Faculty
1771,Not Retained,Single,12,Full Time,19,84,No,No,M,1.88,1,High,SEM-1,Faculty of Health
1772,Retained,Single,72,Full Time,20,0,No,Yes,M,5,3,Medium,SEM-1,Sci and Eng Faculty
1773,Not Retained,Single,36,Full Time,48,12,No,No,M,4.75,24,Medium,SEM-1,Sci and Eng Faculty
1774,Retained,Single,48,Full Time,20,36,No,No,M,3.14,12,Medium,SEM-1,QUT Business School
1775,Retained,Single,96,Full Time,19,0,No,No,M,5.13,9,Medium,SEM-1,Sci and Eng Faculty
1776,Retained,Single,156,Full Time,33,0,No,No,M,4.75,6,Medium,SEM-1,Sci and Eng Faculty
1777,Not Retained,Single,0,Full Time,21,12,No,Yes,M,1,10,Low,SEM-1,Sci and Eng Faculty
1778,Retained,Single,48,Part Time,22,36,No,No,M,4,10,Medium,SEM-1,QUT Business School
1779,Not Retained,Double,96,Full Time,22,0,No,Yes,F,5.17,17,Medium,SEM-1,Faculty of Health
1780,Retained,Single,120,Full Time,20,24,No,Yes,F,4.4,17,High,SEM-1,Faculty of Health
1781,Retained,Single,72,Full Time,37,0,Yes,No,F,4.33,10,High,SEM-1,Faculty of Law
1782,Retained,Single,48,Full Time,23,0,No,Yes,F,5,8,Low,SEM-2,Faculty of Health
1783,Retained,Single,48,Full Time,20,0,No,No,F,4.5,7,Medium,SEM-2,Faculty of Law
1784,Retained,Double,96,Full Time,20,0,No,No,F,4.88,9,Low,SEM-1,Faculty of Health
1785,Retained,Single,0,Part Time,27,12,No,No,F,1,10,Low,SEM-2,QUT Business School
1786,Retained,Single,0,Part Time,22,0,No,No,F,0,2,High,SEM-2,QUT Business School
1787,Retained,Single,144,Full Time,48,0,No,No,F,6,20,High,SEM-1,Faculty of Health
1788,Retained,Single,180,Part Time,23,0,Yes,No,F,4.71,16,High,SEM-1,QUT Business School
1789,Not Retained,Single,144,Full Time,25,0,No,No,F,5.5,24,High,SEM-1,Faculty of Health
1790,Retained,Single,120,Full Time,20,24,No,No,F,4,18,Low,SEM-1,QUT Business School
1791,Retained,Single,96,Full Time,19,0,No,No,F,5.86,3,High,SEM-1,Faculty of Health
1792,Retained,Single,96,Full Time,47,0,No,No,F,5.86,1,High,SEM-1,Faculty of Health
1793,Retained,Single,36,Full Time,27,0,No,No,F,6,15,Medium,SEM-2,CI Faculty
1794,Retained,Single,12,Part Time,22,36,No,Yes,F,4,24,High,SEM-2,CI Faculty
1795,Retained,Double,108,Full Time,20,0,No,Yes,F,5.43,7,Medium,SEM-1,Faculty of Health
1796,Retained,Single,132,Full Time,49,0,No,No,F,6.67,17,Medium,SEM-2,Faculty of Law
1797,Retained,Single,84,Part Time,24,0,No,Yes,M,7,2,High,SEM-2,QUT Business School
1798,Retained,Single,168,Full Time,21,0,No,No,M,5.86,7,Medium,SEM-1,Faculty of Health
1799,Retained,Single,168,Full Time,20,0,No,No,M,6.21,9,High,SEM-1,Sci and Eng Faculty
1800,Not Retained,Single,48,Full Time,20,0,No,No,M,5,5,Low,SEM-2,QUT Business School
1801,Retained,Single,120,Full Time,21,0,No,Yes,M,4.4,4,High,SEM-2,CI Faculty
1802,Retained,Single,120,Full Time,29,0,No,No,M,6.43,13,Medium,SEM-1,Faculty of Health
1803,Not Retained,Single,0,Full Time,22,36,No,No,M,1.33,4,High,SEM-1,Faculty of Law
1804,Retained,Single,192,Full Time,21,0,No,No,M,4,25,Medium,SEM-1,Faculty of Health
1805,Retained,Single,96,Full Time,19,0,No,Yes,M,4.38,8,Medium,SEM-1,CI Faculty
1806,Not Retained,Single,48,Full Time,26,36,No,Yes,M,4,20,Medium,SEM-1,Sci and Eng Faculty
1807,Retained,Single,84,Full Time,21,12,No,No,M,5,5,Medium,SEM-1,Sci and Eng Faculty
1808,Not Retained,Single,0,Full Time,24,48,No,Yes,M,1.5,11,High,SEM-2,Sci and Eng Faculty
1809,Retained,Single,96,Full Time,39,0,No,Yes,M,6,7,High,SEM-1,Sci and Eng Faculty
1810,Retained,Single,96,Full Time,24,0,No,Yes,M,4.5,25,High,SEM-1,QUT Business School
1811,Retained,Double,72,Full Time,20,24,No,No,M,4.63,3,Medium,SEM-1,Sci and Eng Faculty
1812,Retained,Single,96,Full Time,20,0,No,No,M,5.38,8,Medium,SEM-1,CI Faculty
1813,Retained,Single,192,Full Time,22,0,No,Yes,M,5.25,9,Medium,SEM-1,QUT Business School
1814,Retained,Single,192,Full Time,26,0,No,No,M,5.38,23,High,SEM-1,Faculty of Law
1815,Retained,Single,0,Full Time,24,72,No,Yes,M,1.33,24,High,SEM-1,CI Faculty
1816,Retained,Single,180,Full Time,22,12,No,Yes,M,5.06,4,Low,SEM-1,Sci and Eng Faculty
1817,Retained,Single,96,Full Time,23,0,No,Yes,M,5.63,7,Medium,SEM-1,QUT Business School
1818,Retained,Single,144,Full Time,20,0,No,Yes,M,5.17,7,Medium,SEM-1,Faculty of Health
1819,Retained,Single,108,Full Time,20,24,No,No,M,3.8,9,Medium,SEM-1,Sci and Eng Faculty
1820,Retained,Single,96,Full Time,21,0,No,Yes,M,5.63,17,Medium,SEM-1,QUT Business School
1821,Not Retained,Single,60,Full Time,21,12,No,No,M,4.67,8,Medium,SEM-1,Sci and Eng Faculty
1822,Retained,Single,96,Full Time,19,0,No,No,M,6.38,1,Medium,SEM-1,QUT Business School
1823,Retained,Single,72,Full Time,19,24,No,No,M,3.88,13,High,SEM-1,QUT Business School
1824,Retained,Double,108,Full Time,20,0,No,No,M,5.57,24,Low,SEM-1,Faculty of Health
1825,Retained,Single,72,Part Time,24,0,No,Yes,M,5.17,19,Medium,SEM-2,QUT Business School
1826,Retained,Single,36,Full Time,21,12,No,Yes,M,3.75,11,High,SEM-1,Faculty of Education
1827,Retained,Single,0,Full Time,31,0,No,No,M,0,12,Low,SEM-1,Faculty of Health
1828,Not Retained,Single,144,Full Time,29,0,No,Yes,M,5.5,18,Low,SEM-1,Faculty of Law
